# gnu_prolog UNGRADED -- owed work, one row per program: name<TAB>CLASS<TAB>reason.
# EMPTY as of 2026-09-06 (hq_C, flip-gnu-Pl2Wam-compat.pl): the sole row, Pl2Wam/compat.pl TIMEOUT
# ('SCRIP hangs after a parse error'), was CURED, not reclassified -- $ is now a graphic char in the
# Prolog lexer (gprolog and swipl both lex =$= as one atom) and an unrecognised character is consumed
# before the error token, so a lex error can no longer spin. compat.pl now grades three-way m3=m4=gprolog.
BipsPl/all_solut.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 12 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/arith_inl.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 40 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/assert.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 16 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/atom.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 39 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/call_args.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 22 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/call.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 37 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/catch.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 13 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/char_io.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 57 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/const_io.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 31 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
BipsPl/consult.pl	NEEDS_DRIVER	a LIBRARY by measurement (util_container_or_library.py, CEO-1272): 81 clause(s), no initialization(main) -- owed its driver, NAME_driver beside it (CEO-1269); was UNGRADABLE CONTAINER_OR_LIBRARY
