# CONTAINERS.tsv -- files this package ships that are NOT PROGRAMS: they leave the shipped population, each named with the
# measurement that makes it one (ceo CEO-1272, 2026-09-25; split out of the retired UNGRADABLE class CONTAINER_OR_LIBRARY by
# SCRIP scripts/util_container_or_library.py, which lib_inventory.sh re-runs as `verify` on every inventory -- a row whose
# measurement no longer re-derives refuses the inventory). Columns: name<TAB>KIND<TAB>measurement. KIND is one of INCLUDED_BY,
# OPENED_BY (the measurement's first word is the file that splices or opens it), SCAFFOLDING, NO_DEFINITION, MULTI_PROGRAM.
# A LIBRARY (callable code, no entry point) is NOT a container: it is UNGRADED NEEDS_DRIVER in UNGRADED.tsv (CEO-1269).
control/call_1/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/catch_3/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/conjunction_2/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/cut_0/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/disjunction_2/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/fail_0/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/if_3/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/if_then_2/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/if_then_else_3/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/soft_cut_2_3/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/throw_1/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
control/true_0/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
directives/conditional_compilation/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
directives/discontiguous_1/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
directives/ensure_loaded_1/tester.lgt	SCAFFOLDING	an initialization directive loads and runs the suite -- the suite's own loader, not a program under test (util_container_or_library.py, CEO-1272)
