arbitrarily-long-integers.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
bubble-sort.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
complex-multiplication-opsyn.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
eval-apply-opsyn.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-additional-string-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-asm-machine-m.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-basic-string-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-bnorm-inorm-image-line.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-crack-cata-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-function-tracing.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-generated-stack-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-infinip-arithmetic.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-insulate-anchor.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-l-two-compiler.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-merge-tournament-sort-variants.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-numeric-random-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-oneway-cipher.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-pattern-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-print-width-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-random-poem.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-random-story.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-random-string-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-real-math-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
gimpel-visit-structure-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
lowercase-indirect-and-apply.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
math-functions.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
opsyn-case-fold.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
output-format-ignored.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
recursive-balanced-pattern.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
recursive-expression-recognizer.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
recursive-yz-pattern.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
stlimit-nonnegative.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
syntactic-recognizer.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
twelve-days.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
unload-builtin.sno	ERRNO	error compared by number only (m3), not full stream equality against the sbl -bf oracle
