# name	CLASS	reason -- ONE ROW PER FIXTURE SPITBOL ITSELF CANNOT RUN (sbl -bf, our x64 fork; its own stream carries ERROR NNN).
# Written by the ceo on Lon's word 2026-09-08 ("mark programs that DO NOT run in SPITBOL and have been checked for source correctness in addition to not running"); regenerated from test_snoflake_suite.sh's OUTSIDE lines, which cross-check this file every run.
# Columns: name<TAB>ORACLE_REFUSES<TAB>does not run in SPITBOL: <SPITBOL's error, file(line,col)>; source checked <date> (ceo): stmt <n> `<source>` -- <why>. The class vocabulary is lib_inventory.sh's (closed).
# ⛔ AMENDED 2026-09-08 (coo, on the ceo's measurement): 'its own stream carries ERROR NNN' is NOT the whole test. SPITBOL also refuses WITHOUT an error number -- measured: `No END statement found in source file(s).`, rc=0, printed for a source whose only END is the lowercase `end` because -bf is case-sensitive. Such a fixture is outside the baseline on the same ground (SPITBOL does not run it) and is now classified live by ORACLE_REFUSAL_RE in test_snoflake_suite.sh. Two rows added on that basis: lexical-comparison.sno, string-pad.sno.
arbitrarily-long-integers.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 156 -- opsyn first arg is not correct operator name; source checked 2026-09-08 (ceo): stmt 12 `OPSYN('SUM','+',2)` -- OPSYN with an operand that is not an operator name in SPITBOL (a function-for-operator synonym SPITBOL rejects)
backspace-at-start.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 160 -- inappropriate file specification for output; source checked 2026-09-08 (ceo): stmt 6 `OUTPUT(.W, 8, , 'tmp/backspace-probe.dat')` -- an OUTPUT() file specification SPITBOL rejects (format or filename argument form)
bubble-sort.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 248 -- attempted redefinition of system function; source checked 2026-09-08 (ceo): stmt 40 `DEFINE('SORT(N)I')` -- the fixture or its gimpel -INCLUDE redefines a SPITBOL builtin (DEFINE/UNLOAD of a system function name)
character-set-keywords.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 251 -- keyword operand is not name of defined keyword; source checked 2026-09-08 (ceo): stmt 10 `OUTPUT = &DIGITS` -- a keyword (&MAXINT/&PI) that SPITBOL does not define
complex-multiplication-opsyn.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 156 -- opsyn first arg is not correct operator name; source checked 2026-09-08 (ceo): stmt 12 `OPSYN('*','MUL',2) :(START)` -- OPSYN with an operand that is not an operator name in SPITBOL (a function-for-operator synonym SPITBOL rejects)
csnobol4-extensions.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 022 -- undefined function called; source checked 2026-09-08 (ceo): stmt 12 `OUTPUT = ORD('A')` -- lowercase names relying on CSNOBOL4 case folding; SPITBOL -f is case-sensitive
endfile-rewind-write-read.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 160 -- inappropriate file specification for output; source checked 2026-09-08 (ceo): stmt 7 `OUTPUT(.W, 8, , 'tmp/endfile-cycle.dat')` -- an OUTPUT() file specification SPITBOL rejects (format or filename argument form)
eval-apply-opsyn.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 156 -- opsyn first arg is not correct operator name; source checked 2026-09-08 (ceo): stmt 9 `OPSYN('ADD', '+', 2)` -- OPSYN with an operand that is not an operator name in SPITBOL (a function-for-operator synonym SPITBOL rejects)
gimpel-additional-string-functions.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 248 -- attempted redefinition of system function; source checked 2026-09-08 (ceo): gimpel/LPAD.INC line 6 `DEFINE('LPAD(S,N,C)')           :(LPAD_END)` -- the fixture or its gimpel -INCLUDE redefines a SPITBOL builtin (DEFINE/UNLOAD of a system function name)
gimpel-asm-machine-m.sno	ORACLE_REFUSES	does not run in SPITBOL: ERROR 248 -- attempted redefinition of system function; source checked 2026-09-08 (ceo): gimpel/RPAD.INC line 6 `DEFINE('RPAD(S,N,C)')           :(RPAD_END)` -- the fixture or its gimpel -INCLUDE redefines a SPITBOL builtin (DEFINE/UNLOAD of a system function name)
